Origin,Destination,Hotel Property,Hotel Nights Stay,Hotel Check In Date,Hotel Check Out Date,Expedia Package Price/Person,JetBlue Package Price/Person,% Savings (Compared to Expedia),Month,Advance_weeks,count
FLL,LAS,Embassy Suites Convention Center - Las Vegas,3,11/25/15,11/28/15,743.55,717.13,3.55%,11,2-4 wks,1
SFO,LAS,Embassy Suites Convention Center - Las Vegas,3,10/31/15,11/3/15,613.47,592.87,3.36%,10,within 1 wk,1
FLL,LAS,Embassy Suites Convention Center - Las Vegas,3,11/20/15,11/23/15,543.84,528.67,2.79%,11,2-4 wks,1
JFK,LAS,Embassy Suites Convention Center - Las Vegas,7,11/8/15,11/15/15,861.96,841.93,2.32%,11,1-2 wks,1
JFK,LAS,Embassy Suites Convention Center - Las Vegas,7,11/21/15,11/28/15,931.68,910.95,2.23%,11,2-4 wks,1
LGB,LAS,Embassy Suites Convention Center - Las Vegas,7,11/20/15,11/27/15,601.06,588.9,2.02%,11,2-4 wks,1
BOS,LAS,Embassy Suites Convention Center - Las Vegas,3,11/25/15,11/28/15,1033.92,1013.07,2.02%,11,2-4 wks,1
FLL,LAS,Embassy Suites Convention Center - Las Vegas,3,10/31/15,11/3/15,815.18,800.85,1.76%,10,within 1 wk,1
JFK,LAS,Embassy Suites Convention Center - Las Vegas,7,11/6/15,11/13/15,1079.4,1066.27,1.22%,11,1-2 wks,1
FLL,LAS,Embassy Suites Convention Center - Las Vegas,3,11/7/15,11/10/15,452.43,447,1.20%,11,1-2 wks,1
JFK,LAS,Embassy Suites Convention Center - Las Vegas,3,11/20/15,11/23/15,566.29,561.78,0.80%,11,2-4 wks,1
SFO,LAS,Embassy Suites Convention Center - Las Vegas,3,11/6/15,11/9/15,557.43,555.41,0.36%,11,1-2 wks,1
JFK,FLL,Embassy Suites Deerfield Beach - Resort and Spa,7,11/6/15,11/13/15,1140.97,957.96,16.04%,11,1-2 wks,1
JFK,FLL,Embassy Suites Deerfield Beach - Resort and Spa,3,10/30/15,11/2/15,609.35,541.17,11.19%,10,within 1 wk,1
JFK,FLL,Embassy Suites Deerfield Beach - Resort and Spa,7,11/7/15,11/14/15,982.49,913.66,7.01%,11,1-2 wks,1
JFK,FLL,Embassy Suites Deerfield Beach - Resort and Spa,3,11/1/15,11/4/15,506.1,489.05,3.37%,11,within 1 wk,1
JFK,FLL,Embassy Suites Deerfield Beach - Resort and Spa,3,10/28/15,10/31/15,574.12,555.27,3.28%,10,within 1 wk,1
JFK,FLL,Embassy Suites Deerfield Beach - Resort and Spa,3,10/31/15,11/3/15,512.63,502.05,2.06%,10,within 1 wk,1
JFK,FLL,Embassy Suites Deerfield Beach - Resort and Spa,3,11/15/15,11/18/15,445.14,444.04,0.25%,11,2-4 wks,1
JFK,SJU,Embassy Suites Dorado del Mar - Beach and Golf Resort,3,10/25/15,10/28/15,664.95,540.05,18.78%,10,within 1 wk,1
FLL,SJU,Embassy Suites Dorado del Mar - Beach and Golf Resort,3,10/25/15,10/28/15,497.72,426.06,14.40%,10,within 1 wk,1
FLL,SJU,Embassy Suites Dorado del Mar - Beach and Golf Resort,3,11/22/15,11/25/15,481.01,450.69,6.30%,11,2-4 wks,1
JFK,SJU,Embassy Suites Dorado del Mar - Beach and Golf Resort,3,10/28/15,10/31/15,663.95,628.34,5.36%,10,within 1 wk,1
JFK,SJU,Embassy Suites Dorado del Mar - Beach and Golf Resort,3,11/1/15,11/4/15,550.87,522.81,5.09%,11,within 1 wk,1
FLL,SJU,Embassy Suites Dorado del Mar - Beach and Golf Resort,3,11/4/15,11/7/15,442.67,427.38,3.45%,11,within 1 wk,1
FLL,SJU,Embassy Suites Dorado del Mar - Beach and Golf Resort,3,11/20/15,11/23/15,491.05,478.3,2.60%,11,2-4 wks,1
FLL,SJU,Embassy Suites Dorado del Mar - Beach and Golf Resort,3,11/11/15,11/14/15,424.9,419.58,1.25%,11,1-2 wks,1
FLL,SJU,Embassy Suites Dorado del Mar - Beach and Golf Resort,3,11/15/15,11/18/15,394.18,390.89,0.84%,11,2-4 wks,1
FLL,SJU,Embassy Suites Dorado del Mar - Beach and Golf Resort,3,11/1/15,11/4/15,383.05,379.97,0.81%,11,within 1 wk,1
FLL,SJU,Embassy Suites Dorado del Mar - Beach and Golf Resort,3,10/28/15,10/31/15,509.67,506.03,0.71%,10,within 1 wk,1
FLL,SJU,Embassy Suites Dorado del Mar - Beach and Golf Resort,7,10/25/15,11/1/15,844.95,840,0.59%,10,within 1 wk,1
BOS,JFK,Embassy Suites Elizabeth-Newark Airport,3,10/24/15,10/27/15,650.21,478.23,26.45%,10,within 1 wk,1
BOS,JFK,Embassy Suites Elizabeth-Newark Airport,3,10/23/15,10/26/15,597.31,461.32,22.77%,10,within 1 wk,1
BOS,JFK,Embassy Suites Elizabeth-Newark Airport,3,11/18/15,11/21/15,592.5,470.82,20.54%,11,2-4 wks,1
BOS,JFK,Embassy Suites Elizabeth-Newark Airport,3,10/28/15,10/31/15,659.15,528.24,19.86%,10,within 1 wk,1
BOS,JFK,Embassy Suites Elizabeth-Newark Airport,3,10/25/15,10/28/15,582.8,495.14,15.04%,10,within 1 wk,1
BOS,JFK,Embassy Suites Elizabeth-Newark Airport,7,10/23/15,10/30/15,1069.57,926.6,13.37%,10,within 1 wk,1
BOS,JFK,Embassy Suites Elizabeth-Newark Airport,3,11/4/15,11/7/15,568.31,495.14,12.88%,11,within 1 wk,1
BOS,JFK,Embassy Suites Elizabeth-Newark Airport,3,11/1/15,11/4/15,579.19,516.14,10.89%,11,within 1 wk,1
BOS,JFK,Embassy Suites Elizabeth-Newark Airport,3,11/7/15,11/10/15,499.2,448.27,10.20%,11,1-2 wks,1
BOS,JFK,Embassy Suites Elizabeth-Newark Airport,7,10/24/15,10/31/15,1026.05,943.06,8.09%,10,within 1 wk,1
BOS,JFK,Embassy Suites Elizabeth-Newark Airport,3,11/8/15,11/11/15,519.92,491.58,5.45%,11,1-2 wks,1
BOS,JFK,Embassy Suites Elizabeth-Newark Airport,7,11/4/15,11/11/15,925.89,880,4.96%,11,within 1 wk,1
BOS,JFK,Embassy Suites Elizabeth-Newark Airport,3,10/30/15,11/2/15,556.21,536.58,3.53%,10,within 1 wk,1
BOS,JFK,Embassy Suites Elizabeth-Newark Airport,3,11/6/15,11/9/15,468.85,455.69,2.81%,11,1-2 wks,1
BOS,JFK,Embassy Suites Elizabeth-Newark Airport,7,11/1/15,11/8/15,943.74,925.32,1.95%,11,within 1 wk,1
BOS,JFK,Embassy Suites Elizabeth-Newark Airport,3,11/14/15,11/17/15,427.24,423.95,0.77%,11,2-4 wks,1
JFK,RSW,Embassy Suites Fort Myers,3,10/23/15,10/26/15,794.22,679.16,14.49%,10,within 1 wk,1
JFK,RSW,Embassy Suites Fort Myers,3,11/25/15,11/28/15,900.09,854.84,5.03%,11,2-4 wks,1
JFK,RSW,Embassy Suites Fort Myers,3,10/24/15,10/27/15,527.59,505.01,4.28%,10,within 1 wk,1
JFK,RSW,Embassy Suites Fort Myers,3,11/13/15,11/16/15,617.02,598.07,3.07%,11,2-4 wks,1
JFK,RSW,Embassy Suites Fort Myers,3,11/1/15,11/4/15,495.5,481.27,2.87%,11,within 1 wk,1
JFK,RSW,Embassy Suites Fort Myers,3,11/14/15,11/17/15,458.06,446.78,2.46%,11,2-4 wks,1
JFK,RSW,Embassy Suites Fort Myers,3,10/31/15,11/3/15,458.87,448.27,2.31%,10,within 1 wk,1
JFK,RSW,Embassy Suites Fort Myers,3,11/22/15,11/25/15,498.27,487.46,2.17%,11,2-4 wks,1
JFK,RSW,Embassy Suites Fort Myers,3,11/21/15,11/24/15,507.24,497.58,1.90%,11,2-4 wks,1
JFK,RSW,Embassy Suites Fort Myers,7,10/24/15,10/31/15,813.44,801.5,1.47%,10,within 1 wk,1
JFK,RSW,Embassy Suites Fort Myers,3,11/20/15,11/23/15,591.13,583.56,1.28%,11,2-4 wks,1
JFK,RSW,Embassy Suites Fort Myers,3,11/15/15,11/18/15,414.25,409.27,1.20%,11,2-4 wks,1
JFK,RSW,Embassy Suites Fort Myers,3,10/30/15,11/2/15,457.23,453.87,0.73%,10,within 1 wk,1
JFK,RSW,Embassy Suites Fort Myers,7,11/1/15,11/8/15,985.33,980.34,0.51%,11,within 1 wk,1
JFK,RSW,Embassy Suites Fort Myers,3,10/25/15,10/28/15,630.78,628.52,0.36%,10,within 1 wk,1
JFK,RSW,Embassy Suites Fort Myers,3,10/28/15,10/31/15,480.9,479.69,0.25%,10,within 1 wk,1
JFK,SJU,Embassy Suites Hotel and Casino San Juan,3,10/24/15,10/27/15,738.55,578.37,21.69%,10,within 1 wk,1
JFK,SJU,Embassy Suites Hotel and Casino San Juan,3,10/25/15,10/28/15,700.58,578.37,17.44%,10,within 1 wk,1
FLL,SJU,Embassy Suites Hotel and Casino San Juan,3,10/25/15,10/28/15,533,461.14,13.48%,10,within 1 wk,1
FLL,SJU,Embassy Suites Hotel and Casino San Juan,3,10/24/15,10/27/15,532.55,461.14,13.41%,10,within 1 wk,1
FLL,SJU,Embassy Suites Hotel and Casino San Juan,3,11/22/15,11/25/15,500.21,469.64,6.11%,11,2-4 wks,1
JFK,SJU,Embassy Suites Hotel and Casino San Juan,3,10/28/15,10/31/15,652.01,613.14,5.96%,10,within 1 wk,1
JFK,SJU,Embassy Suites Hotel and Casino San Juan,3,11/1/15,11/4/15,599.87,578.37,3.58%,11,within 1 wk,1
FLL,SJU,Embassy Suites Hotel and Casino San Juan,3,11/8/15,11/11/15,408.31,400.18,1.99%,11,1-2 wks,1
FLL,SJU,Embassy Suites Hotel and Casino San Juan,7,10/24/15,10/31/15,778.35,766.17,1.56%,10,within 1 wk,1
FLL,SJU,Embassy Suites Hotel and Casino San Juan,3,11/4/15,11/7/15,509.87,503.7,1.21%,11,within 1 wk,1
FLL,SJU,Embassy Suites Hotel and Casino San Juan,3,10/28/15,10/31/15,497.55,492.68,0.98%,10,within 1 wk,1
FLL,SJU,Embassy Suites Hotel and Casino San Juan,7,10/25/15,11/1/15,853.81,850.11,0.43%,10,within 1 wk,1
JFK,MSY,Embassy Suites Hotel New Orleans,7,11/4/15,11/11/15,2737.49,1028.21,62.44%,11,within 1 wk,1
JFK,MSY,Embassy Suites Hotel New Orleans,3,11/4/15,11/7/15,1378.42,624.95,54.66%,11,within 1 wk,1
JFK,MSY,Embassy Suites Hotel New Orleans,7,10/31/15,11/7/15,3049.72,1422.12,53.37%,10,within 1 wk,1
JFK,MSY,Embassy Suites Hotel New Orleans,3,10/21/15,10/24/15,1054.26,583.34,44.67%,10,within 1 wk,1
JFK,MSY,Embassy Suites Hotel New Orleans,3,10/24/15,10/27/15,801.06,518.83,35.23%,10,within 1 wk,1
JFK,MSY,Embassy Suites Hotel New Orleans,7,10/21/15,10/28/15,1368.32,984.17,28.07%,10,within 1 wk,1
JFK,MSY,Embassy Suites Hotel New Orleans,7,10/24/15,10/31/15,1261.36,999.02,20.80%,10,within 1 wk,1
JFK,MSY,Embassy Suites Hotel New Orleans,7,11/7/15,11/14/15,1308.12,1102.95,15.68%,11,1-2 wks,1
JFK,MSY,Embassy Suites Hotel New Orleans,7,11/20/15,11/27/15,1002.57,853.13,14.91%,11,2-4 wks,1
JFK,MSY,Embassy Suites Hotel New Orleans,3,10/23/15,10/26/15,922.07,791.98,14.11%,10,within 1 wk,1
JFK,MSY,Embassy Suites Hotel New Orleans,3,10/25/15,10/28/15,779.86,680.44,12.75%,10,within 1 wk,1
JFK,MSY,Embassy Suites Hotel New Orleans,3,11/21/15,11/24/15,864.35,767.61,11.19%,11,2-4 wks,1
JFK,MSY,Embassy Suites Hotel New Orleans,3,11/14/15,11/17/15,659.7,592.35,10.21%,11,2-4 wks,1
JFK,MSY,Embassy Suites Hotel New Orleans,7,10/23/15,10/30/15,1261.36,1153.78,8.53%,10,within 1 wk,1
JFK,MSY,Embassy Suites Hotel New Orleans,7,10/30/15,11/6/15,1617.34,1480.87,8.44%,10,within 1 wk,1
JFK,MSY,Embassy Suites Hotel New Orleans,3,11/7/15,11/10/15,609.48,560.91,7.97%,11,1-2 wks,1
JFK,MSY,Embassy Suites Hotel New Orleans,7,11/8/15,11/15/15,1328.17,1225.03,7.77%,11,1-2 wks,1
JFK,MSY,Embassy Suites Hotel New Orleans,3,11/13/15,11/16/15,907.05,844.78,6.87%,11,2-4 wks,1
JFK,MSY,Embassy Suites Hotel New Orleans,7,10/28/15,11/4/15,1451.28,1384.34,4.61%,10,within 1 wk,1
JFK,MSY,Embassy Suites Hotel New Orleans,7,11/25/15,12/2/15,3066.45,3005.82,1.98%,11,2-4 wks,1
JFK,MSY,Embassy Suites Hotel New Orleans,3,11/1/15,11/4/15,609.34,599.78,1.57%,11,within 1 wk,1
JFK,MSY,Embassy Suites Hotel New Orleans,3,11/15/15,11/18/15,558.11,550.16,1.42%,11,2-4 wks,1
JFK,MSY,Embassy Suites Hotel New Orleans,3,11/25/15,11/28/15,1833.55,1818.82,0.80%,11,2-4 wks,1
JFK,MSY,Embassy Suites Hotel New Orleans,7,11/21/15,11/28/15,2767.27,2765.12,0.08%,11,2-4 wks,1
JFK,MCO,Embassy Suites Hotel Orlando-north,3,11/7/15,11/10/15,533.5,488.58,8.42%,11,1-2 wks,1
JFK,SAN,Embassy Suites Hotel San Diego - La Jolla,3,10/24/15,10/27/15,1253.54,585.52,53.29%,10,within 1 wk,1
JFK,SAN,Embassy Suites Hotel San Diego - La Jolla,3,10/28/15,10/31/15,1114.57,536.95,51.82%,10,within 1 wk,1
JFK,SAN,Embassy Suites Hotel San Diego - La Jolla,7,10/24/15,10/31/15,1457.2,814.18,44.13%,10,within 1 wk,1
JFK,SAN,Embassy Suites Hotel San Diego - La Jolla,3,10/31/15,11/3/15,849.14,511.51,39.76%,10,within 1 wk,1
JFK,SAN,Embassy Suites Hotel San Diego - La Jolla,3,10/30/15,11/2/15,794.9,512.5,35.53%,10,within 1 wk,1
JFK,SAN,Embassy Suites Hotel San Diego - La Jolla,7,10/28/15,11/4/15,1048.84,804.84,23.26%,10,within 1 wk,1
JFK,SAN,Embassy Suites Hotel San Diego - La Jolla,7,10/30/15,11/6/15,1048.38,804.84,23.23%,10,within 1 wk,1
JFK,SAN,Embassy Suites Hotel San Diego - La Jolla,7,10/31/15,11/7/15,1201.12,943.52,21.45%,10,within 1 wk,1
JFK,SAN,Embassy Suites Hotel San Diego - La Jolla,7,10/25/15,11/1/15,1418.96,1151.84,18.83%,10,within 1 wk,1
JFK,SAN,Embassy Suites Hotel San Diego - La Jolla,3,11/11/15,11/14/15,640.74,555.95,13.23%,11,1-2 wks,1
JFK,SAN,Embassy Suites Hotel San Diego - La Jolla,3,10/25/15,10/28/15,1285.89,1130.04,12.12%,10,within 1 wk,1
JFK,SAN,Embassy Suites Hotel San Diego - La Jolla,3,11/6/15,11/9/15,557.5,512.5,8.07%,11,1-2 wks,1
JFK,SAN,Embassy Suites Hotel San Diego - La Jolla,3,11/7/15,11/10/15,539.99,511.51,5.27%,11,1-2 wks,1
JFK,SAN,Embassy Suites Hotel San Diego - La Jolla,3,11/14/15,11/17/15,539.63,511.51,5.21%,11,2-4 wks,1
JFK,SAN,Embassy Suites Hotel San Diego - La Jolla,3,11/4/15,11/7/15,810.83,772.63,4.71%,11,within 1 wk,1
JFK,SAN,Embassy Suites Hotel San Diego - La Jolla,3,11/13/15,11/16/15,537.38,512.5,4.63%,11,2-4 wks,1
JFK,SAN,Embassy Suites Hotel San Diego - La Jolla,7,11/1/15,11/8/15,1160.6,1141.84,1.62%,11,within 1 wk,1
JFK,SAN,Embassy Suites Hotel San Diego - La Jolla,3,11/22/15,11/25/15,684.25,677.69,0.96%,11,2-4 wks,1
JFK,SAN,Embassy Suites Hotel San Diego - La Jolla,3,11/21/15,11/24/15,692.06,686.19,0.85%,11,2-4 wks,1
JFK,TPA,Embassy Suites Hotel Tampa-Airport/Westshore,3,11/1/15,11/4/15,639.67,490.85,23.27%,11,within 1 wk,1
JFK,TPA,Embassy Suites Hotel Tampa-Airport/Westshore,7,11/1/15,11/8/15,1044.4,881.19,15.63%,11,within 1 wk,1
JFK,TPA,Embassy Suites Hotel Tampa-Airport/Westshore,7,11/8/15,11/15/15,1083.92,947.39,12.60%,11,1-2 wks,1
JFK,TPA,Embassy Suites Hotel Tampa-Airport/Westshore,3,11/4/15,11/7/15,586.77,513.32,12.52%,11,within 1 wk,1
JFK,TPA,Embassy Suites Hotel Tampa-Airport/Westshore,7,11/11/15,11/18/15,876.11,770.27,12.08%,11,1-2 wks,1
JFK,TPA,Embassy Suites Hotel Tampa-Airport/Westshore,3,11/7/15,11/10/15,559.69,492.6,11.99%,11,1-2 wks,1
JFK,TPA,Embassy Suites Hotel Tampa-Airport/Westshore,7,11/4/15,11/11/15,956.2,843.86,11.75%,11,within 1 wk,1
JFK,TPA,Embassy Suites Hotel Tampa-Airport/Westshore,7,11/13/15,11/20/15,949.95,839.28,11.65%,11,2-4 wks,1
JFK,TPA,Embassy Suites Hotel Tampa-Airport/Westshore,7,11/6/15,11/13/15,1015.12,899.06,11.43%,11,1-2 wks,1
JFK,TPA,Embassy Suites Hotel Tampa-Airport/Westshore,7,11/7/15,11/14/15,949.61,843.86,11.14%,11,1-2 wks,1
JFK,TPA,Embassy Suites Hotel Tampa-Airport/Westshore,7,11/15/15,11/22/15,924.32,876.06,5.22%,11,2-4 wks,1
JFK,TPA,Embassy Suites Hotel Tampa-Airport/Westshore,3,11/11/15,11/14/15,479.38,455.81,4.92%,11,1-2 wks,1
JFK,TPA,Embassy Suites Hotel Tampa-Airport/Westshore,3,11/15/15,11/18/15,469.3,446.6,4.84%,11,2-4 wks,1
JFK,TPA,Embassy Suites Hotel Tampa-Airport/Westshore,3,11/14/15,11/17/15,473.24,455.81,3.68%,11,2-4 wks,1
JFK,TPA,Embassy Suites Hotel Tampa-Airport/Westshore,7,11/14/15,11/21/15,914.55,889.87,2.70%,11,2-4 wks,1
JFK,TPA,Embassy Suites Hotel Tampa-Airport/Westshore,3,10/23/15,10/26/15,572.46,562.68,1.71%,10,within 1 wk,1
JFK,MCO,Embassy Suites Lake Buena Vista Resort,3,10/25/15,10/28/15,687.27,480.18,30.13%,10,within 1 wk,1
JFK,MCO,Embassy Suites Lake Buena Vista Resort,3,11/11/15,11/14/15,459.09,403.02,12.21%,11,1-2 wks,1
JFK,MCO,Embassy Suites Lake Buena Vista Resort,3,11/13/15,11/16/15,499,468.37,6.14%,11,2-4 wks,1
JFK,MCO,Embassy Suites Lake Buena Vista Resort,3,11/1/15,11/4/15,521.22,496.24,4.79%,11,within 1 wk,1
JFK,MCO,Embassy Suites Lake Buena Vista Resort,7,10/25/15,11/1/15,1004.96,982.36,2.25%,10,within 1 wk,1
JFK,MCO,Embassy Suites Lake Buena Vista Resort,3,11/8/15,11/11/15,415.47,407.34,1.96%,11,1-2 wks,1
JFK,MCO,Embassy Suites Lake Buena Vista Resort,7,10/28/15,11/4/15,881.71,864.87,1.91%,10,within 1 wk,1
JFK,MCO,Embassy Suites Lake Buena Vista Resort,7,11/14/15,11/21/15,691.2,681.52,1.40%,11,2-4 wks,1
JFK,MCO,Embassy Suites Lake Buena Vista Resort,7,11/11/15,11/18/15,666.81,661.92,0.73%,11,1-2 wks,1
JFK,LAS,Embassy Suites Las Vegas,3,11/8/15,11/11/15,584.4,409.66,29.90%,11,1-2 wks,1
JFK,LAS,Embassy Suites Las Vegas,3,11/7/15,11/10/15,592.46,421.13,28.92%,11,1-2 wks,1
SFO,LAS,Embassy Suites Las Vegas,3,10/24/15,10/27/15,520.93,405.62,22.14%,10,within 1 wk,1
SFO,LAS,Embassy Suites Las Vegas,3,10/23/15,10/26/15,736.01,623.33,15.31%,10,within 1 wk,1
BOS,LAS,Embassy Suites Las Vegas,3,10/28/15,10/31/15,973.19,865.46,11.07%,10,within 1 wk,1
FLL,LAS,Embassy Suites Las Vegas,3,11/11/15,11/14/15,589.05,530.04,10.02%,11,1-2 wks,1
JFK,LAS,Embassy Suites Las Vegas,3,10/31/15,11/3/15,724.14,655.87,9.43%,10,within 1 wk,1
JFK,LAS,Embassy Suites Las Vegas,3,11/15/15,11/18/15,609.2,558.51,8.32%,11,2-4 wks,1
SFO,LAS,Embassy Suites Las Vegas,3,10/31/15,11/3/15,451.96,415.96,7.96%,10,within 1 wk,1
JFK,LAS,Embassy Suites Las Vegas,3,11/21/15,11/24/15,471.11,434.55,7.76%,11,2-4 wks,1
FLL,LAS,Embassy Suites Las Vegas,3,10/31/15,11/3/15,615.51,578.15,6.07%,10,within 1 wk,1
JFK,LAS,Embassy Suites Las Vegas,3,11/25/15,11/28/15,909.83,863.26,5.12%,11,2-4 wks,1
JFK,LAS,Embassy Suites Las Vegas,3,10/28/15,10/31/15,889.2,847.46,4.69%,10,within 1 wk,1
BOS,LAS,Embassy Suites Las Vegas,3,11/6/15,11/9/15,765.76,730.94,4.55%,11,1-2 wks,1
SFO,LAS,Embassy Suites Las Vegas,3,11/8/15,11/11/15,238.97,231.63,3.07%,11,1-2 wks,1
BOS,LAS,Embassy Suites Las Vegas,3,11/25/15,11/28/15,1076.11,1048.41,2.57%,11,2-4 wks,1
FLL,LAS,Embassy Suites Las Vegas,3,11/20/15,11/23/15,536.69,524.23,2.32%,11,2-4 wks,1
LGB,LAS,Embassy Suites Las Vegas,7,11/20/15,11/27/15,588.23,577.38,1.84%,11,2-4 wks,1
BOS,LAS,Embassy Suites Las Vegas,3,11/22/15,11/25/15,433.12,425.72,1.71%,11,2-4 wks,1
JFK,LAS,Embassy Suites Las Vegas,7,11/6/15,11/13/15,1044.09,1031.82,1.18%,11,1-2 wks,1
JFK,LAS,Embassy Suites Las Vegas,3,11/14/15,11/17/15,623.38,617.14,1.00%,11,2-4 wks,1
FLL,LAS,Embassy Suites Las Vegas,3,11/8/15,11/11/15,418.01,414.24,0.90%,11,1-2 wks,1
JFK,LAS,Embassy Suites Las Vegas,3,11/20/15,11/23/15,561.94,557.34,0.82%,11,2-4 wks,1
LGB,LAS,Embassy Suites Las Vegas,3,11/25/15,11/28/15,514.43,510.84,0.70%,11,2-4 wks,1
SFO,LAS,Embassy Suites Las Vegas,3,11/22/15,11/25/15,293.61,291.61,0.68%,11,2-4 wks,1
SFO,LAS,Embassy Suites Las Vegas,3,11/6/15,11/9/15,571.24,570.84,0.07%,11,1-2 wks,1
FLL,LAS,Embassy Suites Las Vegas,3,11/25/15,11/28/15,752.78,752.47,0.04%,11,2-4 wks,1
JFK,LAX,Embassy Suites LAX International Airport South,7,10/23/15,10/30/15,1502.63,1338.83,10.90%,10,within 1 wk,1
JFK,LAX,Embassy Suites Los Angeles Downey,3,10/23/15,10/26/15,1049.34,871.68,16.93%,10,within 1 wk,1
JFK,LAX,Embassy Suites Los Angeles Downey,7,10/23/15,10/30/15,1505.54,1429.3,5.06%,10,within 1 wk,1
JFK,LAX,Embassy Suites Los Angeles Intl Airport North,7,10/24/15,10/31/15,1386.05,1179.19,14.92%,10,within 1 wk,1
JFK,LAX,Embassy Suites Los Angeles Intl Airport North,7,10/23/15,10/30/15,1439.5,1396.87,2.96%,10,within 1 wk,1
JFK,MCO,Embassy Suites Orlando - International Drive/Jamaican Court,3,10/25/15,10/28/15,708.82,485.83,31.46%,10,within 1 wk,1
JFK,MCO,Embassy Suites Orlando - International Drive/Jamaican Court,7,10/28/15,11/4/15,822,733.07,10.82%,10,within 1 wk,1
JFK,MCO,Embassy Suites Orlando - International Drive/Jamaican Court,7,10/25/15,11/1/15,954.38,894.65,6.26%,10,within 1 wk,1
JFK,MCO,Embassy Suites Orlando - International Drive/Jamaican Court,7,10/31/15,11/7/15,750.94,733.07,2.38%,10,within 1 wk,1
JFK,MCO,Embassy Suites Orlando - Lake Buena Vista South,3,10/25/15,10/28/15,735.72,532.18,27.67%,10,within 1 wk,1
JFK,MCO,Embassy Suites Orlando - Lake Buena Vista South,3,10/28/15,10/31/15,638.52,599.13,6.17%,10,within 1 wk,1
JFK,MCO,Embassy Suites Orlando - Lake Buena Vista South,7,10/25/15,11/1/15,1092.35,1058.34,3.11%,10,within 1 wk,1
JFK,MCO,Embassy Suites Orlando - Lake Buena Vista South,3,11/1/15,11/4/15,564.77,558.53,1.10%,11,within 1 wk,1
JFK,MCO,Embassy Suites Orlando - Lake Buena Vista South,7,10/28/15,11/4/15,969.94,966.05,0.40%,10,within 1 wk,1
JFK,MCO,Embassy Suites Orlando - Lake Buena Vista South,3,11/8/15,11/11/15,479.68,479.66,0.00%,11,1-2 wks,1
JFK,MCO,Embassy Suites Orlando Airport,3,11/25/15,11/28/15,685.44,642.9,6.21%,11,2-4 wks,1
JFK,MCO,Embassy Suites Orlando Airport,7,11/22/15,11/29/15,827.93,779.24,5.88%,11,2-4 wks,1
JFK,MCO,Embassy Suites Orlando Airport,7,11/21/15,11/28/15,785.64,768.78,2.15%,11,2-4 wks,1
JFK,PBI,Embassy Suites Palm Beach Gardens-PGA Boulevard,3,11/14/15,11/17/15,467.7,368.92,21.12%,11,2-4 wks,1
JFK,PBI,Embassy Suites Palm Beach Gardens-PGA Boulevard,3,11/6/15,11/9/15,620.56,530.33,14.54%,11,1-2 wks,1
JFK,PBI,Embassy Suites Palm Beach Gardens-PGA Boulevard,7,11/22/15,11/29/15,1065.22,947.98,11.01%,11,2-4 wks,1
JFK,PBI,Embassy Suites Palm Beach Gardens-PGA Boulevard,3,11/18/15,11/21/15,410.78,368.92,10.19%,11,2-4 wks,1
JFK,PBI,Embassy Suites Palm Beach Gardens-PGA Boulevard,7,11/21/15,11/28/15,1113.43,1004.98,9.74%,11,2-4 wks,1
JFK,PBI,Embassy Suites Palm Beach Gardens-PGA Boulevard,7,10/25/15,11/1/15,879.57,800.26,9.02%,10,within 1 wk,1
JFK,PBI,Embassy Suites Palm Beach Gardens-PGA Boulevard,3,10/25/15,10/28/15,484.67,441.18,8.97%,10,within 1 wk,1
JFK,PBI,Embassy Suites Palm Beach Gardens-PGA Boulevard,3,11/4/15,11/7/15,440.63,401.51,8.88%,11,within 1 wk,1
JFK,PBI,Embassy Suites Palm Beach Gardens-PGA Boulevard,7,10/31/15,11/7/15,791.29,729.22,7.84%,10,within 1 wk,1
JFK,PBI,Embassy Suites Palm Beach Gardens-PGA Boulevard,3,11/13/15,11/16/15,533.19,491.68,7.79%,11,2-4 wks,1
JFK,PBI,Embassy Suites Palm Beach Gardens-PGA Boulevard,3,11/25/15,11/28/15,1070.15,986.95,7.77%,11,2-4 wks,1
JFK,PBI,Embassy Suites Palm Beach Gardens-PGA Boulevard,3,11/11/15,11/14/15,430.47,401.51,6.73%,11,1-2 wks,1
JFK,PBI,Embassy Suites Palm Beach Gardens-PGA Boulevard,3,10/30/15,11/2/15,484.22,455.36,5.96%,10,within 1 wk,1
JFK,PBI,Embassy Suites Palm Beach Gardens-PGA Boulevard,7,11/20/15,11/27/15,875.56,831.02,5.09%,11,2-4 wks,1
JFK,PBI,Embassy Suites Palm Beach Gardens-PGA Boulevard,3,11/20/15,11/23/15,530.85,505.15,4.84%,11,2-4 wks,1
JFK,PBI,Embassy Suites Palm Beach Gardens-PGA Boulevard,7,10/30/15,11/6/15,698.38,666.19,4.61%,10,within 1 wk,1
JFK,PBI,Embassy Suites Palm Beach Gardens-PGA Boulevard,7,11/4/15,11/11/15,716.26,686.5,4.16%,11,within 1 wk,1
JFK,PBI,Embassy Suites Palm Beach Gardens-PGA Boulevard,7,11/1/15,11/8/15,907.6,875.11,3.58%,11,within 1 wk,1
JFK,PBI,Embassy Suites Palm Beach Gardens-PGA Boulevard,7,11/25/15,12/2/15,1055.89,1029.82,2.47%,11,2-4 wks,1
